district,latitude,longitude,Charc,year
Mungwi,32.15301132202148,,0,2019
Lundazi,32.83955001831055,,0,2019
Mkushi ,29.06772613525391,,0,2019
Mungwi,32.25153350830078,,0,2019
Mufumbwe,,,0,2019
Choma,,,0,2019
Mbala,31.25628280639648,,0,2019
Masaiti,,,0,2019
Mufumbwe,,,0,2019
Solwezi,26.16122817993164,,0,2019
Lundazi,33.33195114135742,,0,2019
Lundazi,,,0,2019
Mbala,,,0,2019
Lundazi,33.32480239868164,,0,2019
Choma,26.97376823425293,,0,2019
Mungwi,,,0,2019
Lundazi,32.83861541748047,,0,2019
Choma,26.96967315673828,,0,2019
Mbala,31.67836570739746,,0,2019
Mkushi ,29.57270622253418,,0,2019
Choma,26.8028564453125,,0,2019
Mkushi ,,,0,2019
Namwala,26.51875877380371,,0,2019
Lundazi,33.16733551025391,,0,2019
Lundazi,33.03497314453125,,0,2019
Petauke,,,0,2019
Mpongwe,,,1,2019
Mbala,,,0,2019
Mkushi ,29.37592315673828,,0,2019
Lundazi,,,0,2019
Mpongwe,28.64254188537598,,0,2019
Mungwi,,,0,2019
Solwezi,26.75332069396973,,0,2019
Choma,26.86538124084473,,0,2019
Choma,26.85990142822266,,0,2019
Mumbwa,26.93098640441895,,0,2019
Mkushi ,28.93415832519531,,0,2019
Mumbwa,,,0,2019
Choma,,,0,2019
Solwezi,26.77469825744629,,1,2019
Mungwi,,,0,2019
Choma,,,0,2019
Solwezi,,,0,2019
Namwala,26.9373950958252,,0,2019
Mufumbwe,,,0,2019
Namwala,26.93478584289551,,0,2019
Mumbwa,,,0,2019
Mkushi ,,,0,2019
Mbala,31.66940116882324,,0,2019
Masaiti,28.63968086242676,,0,2019
Mbala,31.23433494567871,,0,2019
Masaiti,28.63700485229492,,0,2019
Mumbwa,,,0,2019
Masaiti,28.65905570983887,,0,2019
Mungwi,32.24449157714844,,0,2019
Lundazi,32.8563232421875,,0,2019
Mungwi,31.94856071472168,,0,2019
Choma,26.79095840454102,,0,2019
Namwala,,,0,2019
Solwezi,,,0,2019
Mkushi ,,,0,2019
Namwala,,,0,2019
Choma,26.97427368164063,,0,2019
Mufumbwe,,,0,2019
Namwala,,,0,2019
Mungwi,31.9397144317627,,1,2019
Mungwi,32.15227890014648,,0,2019
Mbala,31.65932273864746,,0,2019
Choma,,,0,2019
Mkushi ,28.92523384094238,,1,2019
Petauke,31.31270217895508,,0,2019
Solwezi,,,0,2019
Choma,27.27167129516602,,0,2019
Choma,,,0,2019
Mungwi,32.18722915649414,,0,2019
Petauke,,,0,2019
Choma,,,0,2019
Mumbwa,,,0,2019
Lundazi,31.46987152099609,,0,2019
Mbala,31.19731330871582,,0,2019
Choma,27.09846687316895,,0,2019
Petauke,31.46572494506836,,0,2019
Mkushi ,28.91157341003418,,0,2019
Mufumbwe,24.80890274047852,,0,2019
Mumbwa,,,0,2019
Mumbwa,26.92028617858887,,0,2019
Mungwi,32.25228881835938,,0,2019
Mpongwe,28.39294052124023,,0,2019
Choma,,,0,2019
Mufumbwe,,,0,2019
Mumbwa,26.95675849914551,,0,2019
Petauke,,,0,2019
Mungwi,,,0,2019
Namwala,,,0,2019
Mbala,31.19716453552246,,0,2019
Masaiti,28.68844985961914,,0,2019
Mufumbwe,24.8552417755127,,0,2019
Choma,26.98354530334473,,0,2019
Mungwi,,,0,2019
Choma,,,0,2019
Masaiti,28.66701889038086,,0,2019
Choma,,,0,2019
Mumbwa,,,0,2019
Mpongwe,28.64627075195313,,1,2019
Namwala,26.6715145111084,,0,2019
Mkushi ,29.44491386413574,,0,2019
Mpongwe,28.38607978820801,,1,2019
Choma,,,0,2019
Mbala,,,0,2019
Mkushi ,29.05889511108398,,0,2019
Mkushi ,29.0617847442627,,0,2019
Mungwi,32.26064300537109,,0,2019
Choma,27.09486961364746,,0,2019
Mufumbwe,,,0,2019
Masaiti,28.66403770446777,,0,2019
Masaiti,28.67973899841309,,0,2019
Mumbwa,26.7560863494873,,0,2019
Namwala,,,0,2019
Choma,27.10159111022949,,0,2019
Choma,27.30096244812012,,0,2019
Namwala,,,1,2019
Mufumbwe,,,1,2019
Namwala,,,0,2019
Choma,26.93771934509277,,0,2019
Mumbwa,,,0,2019
Lundazi,,,0,2019
Namwala,,,1,2019
Choma,,,0,2019
Mkushi ,29.45200157165527,,1,2019
Choma,26.54698181152344,,0,2019
Mpongwe,27.82832908630371,,0,2019
Namwala,,,0,2019
Mbala,,,0,2019
Mpongwe,28.64858818054199,,0,2019
Masaiti,,,0,2019
Lundazi,,,0,2019
Mbala,,,0,2019
Namwala,,,0,2019
Masaiti,28.67784118652344,,0,2019
Solwezi,26.7756519317627,,0,2019
Mufumbwe,,,1,2019
Mbala,,,0,2019
Namwala,,,0,2019
Namwala,,,0,2019
Mungwi,32.2628288269043,,0,2019
Mumbwa,26.74607849121094,,0,2019
Choma,27.10349464416504,,0,2019
Masaiti,28.73138999938965,,0,2019
Choma,27.30587387084961,,0,2019
Petauke,31.31986045837402,,0,2019
Choma,27.1125602722168,,0,2019
Masaiti,28.65938568115234,,0,2019
Petauke,31.17920875549316,,0,2019
Choma,,,0,2019
Choma,,,0,2019
Choma,26.85990142822266,,0,2019
Choma,,,0,2019
Mkushi ,29.06491470336914,,0,2019
Masaiti,28.65385627746582,,0,2019
Mungwi,32.24228668212891,,0,2019
Mpongwe,28.66952705383301,,0,2019
Petauke,31.1799430847168,,0,2019
Choma,,,0,2019
Mbala,31.53915214538574,,0,2019
Mbala,,,0,2019
Masaiti,,,0,2019
Choma,26.42051887512207,,0,2019
Mungwi,,,0,2019
Choma,27.11397361755371,,0,2019
Choma,26.76899719238281,,0,2019
Mbala,31.52754402160645,,0,2019
Mbala,31.2390022277832,,0,2019
Choma,,,0,2019
Namwala,,,0,2019
Mungwi,32.15093994140625,,0,2019
Choma,27.26850128173828,,0,2019
Choma,,,0,2019
Lundazi,32.873779296875,,0,2019
Mbala,31.66579627990723,,0,2019
Mkushi ,28.94156837463379,,1,2019
Mungwi,,,0,2019
Choma,26.96138191223145,,0,2019
Mpongwe,,,0,2019
Mufumbwe,,,0,2019
Petauke,31.17766571044922,,0,2019
Lundazi,33.04301834106445,,0,2019
Choma,26.83012580871582,,0,2019
Masaiti,28.64020919799805,,0,2019
Choma,26.86429214477539,,0,2019
Petauke,31.30906295776367,,0,2019
Choma,27.06887626647949,,0,2019
Mufumbwe,,,0,2019
Masaiti,28.65548133850098,,1,2019
Mufumbwe,,,0,2019
Mufumbwe,,,0,2019
Choma,,,0,2019
Choma,27.30693435668945,,0,2019
Mkushi ,29.57851028442383,,0,2019
Mbala,31.52758407592773,,0,2019
Choma,,,0,2019
Choma,26.85512161254883,,0,2019
Petauke,31.31025695800781,,0,2019
Choma,27.30688285827637,,0,2019
Petauke,31.16304016113281,,0,2019
Mumbwa,,,0,2019
Choma,26.95659255981445,,0,2019
Choma,27.0945873260498,,0,2019
Mpongwe,,,0,2019
Mumbwa,26.75494766235352,,0,2019
Mpongwe,28.42060089111328,,0,2019
Petauke,31.18106842041016,,0,2019
Choma,26.99056816101074,,0,2019
Masaiti,28.67505264282227,,0,2019
Petauke,31.21033668518066,,0,2019
Solwezi,26.74532508850098,,0,2019
Mkushi ,29.42906188964844,,0,2019
Mumbwa,26.9282169342041,,0,2019
Mungwi,31.94148445129395,,0,2019
Mbala,31.54339027404785,,0,2019
Solwezi,,,1,2019
Solwezi,26.77636337280273,,0,2019
Mumbwa,,,0,2019
Mungwi,,,0,2019
Mpongwe,,,0,2019
Mbala,31.19232177734375,,0,2019
Solwezi,26.77515029907227,,0,2019
Choma,27.25541305541992,,0,2019
Choma,,,0,2019
Mufumbwe,,,0,2019
Choma,,,0,2019
Mufumbwe,,,0,2019
Masaiti,28.65366554260254,,1,2019
Masaiti,,,0,2019
Mumbwa,26.73859024047852,,1,2019
Lundazi,33.95224380493164,,0,2019
Mungwi,32.25203323364258,,0,2019
Namwala,,,0,2019
Mkushi ,29.58400344848633,,0,2019
Mkushi ,29.56682014465332,,0,2019
Masaiti,28.67731666564941,,0,2019
Mkushi ,,,0,2019
Mpongwe,27.93593406677246,,0,2019
Lundazi,32.88096618652344,,0,2019
Lundazi,32.87588882446289,,0,2019
Petauke,31.1620979309082,,0,2019
Petauke,,,0,2019
Mbala,31.23590278625488,,0,2019
Solwezi,25.83360862731934,,0,2019
Namwala,,,0,2019
Namwala,26.71296691894531,,0,2019
Namwala,26.73864555358887,,0,2019
Masaiti,,,0,2019
Choma,27.08626747131348,,0,2019
Solwezi,26.75273323059082,,0,2019
Mpongwe,,,0,2019
Mpongwe,27.93567085266113,,0,2019
Solwezi,,,0,2019
Masaiti,28.67682266235352,,1,2019
Mpongwe,,,0,2019
Namwala,26.7342472076416,,0,2019
Choma,26.78833389282227,,0,2019
Namwala,,,1,2019
Lundazi,33.04183197021484,,0,2019
Choma,27.09006881713867,,0,2019
Choma,,,0,2019
Mufumbwe,,,0,2019
Namwala,,,0,2019
Mpongwe,28.37470054626465,,0,2019
Masaiti,28.66766166687012,,0,2019
Mpongwe,27.92134666442871,,0,2019
Choma,26.83465957641602,,0,2019
Masaiti,28.6733570098877,,1,2019
Lundazi,33.32537460327148,,0,2019
Lundazi,33.20044708251953,,0,2019
Masaiti,28.72564506530762,,0,2019
Mpongwe,,,0,2019
Choma,26.93572044372559,,0,2019
Choma,26.85531616210938,,0,2019
Mumbwa,27.05918502807617,,0,2019
Lundazi,33.32692337036133,,0,2019
Mumbwa,,,0,2019
Mufumbwe,24.36297988891602,,0,2019
Namwala,,,0,2019
Mumbwa,27.0582103729248,,0,2019
Mungwi,,,0,2019
Mpongwe,,,0,2019
Mungwi,,,0,2019
Mumbwa,27.34544372558594,,0,2019
Choma,26.7502384185791,,0,2019
Mkushi ,29.04491806030273,,1,2019
Namwala,26.71319389343262,,0,2019
Mufumbwe,25.00172233581543,,0,2019
Mbala,,,0,2019
Petauke,31.45930480957031,,0,2019
Lundazi,33.33444976806641,,0,2019
Mumbwa,27.33828735351563,,0,2019
Choma,26.88509178161621,,0,2019
Mpongwe,,,0,2019
Namwala,,,0,2019
Mbala,31.23516464233398,,0,2019
Namwala,,,0,2019
Mpongwe,,,0,2019
Mungwi,,,0,2019
Mbala,31.66880035400391,,0,2019
Namwala,26.51487731933594,,1,2019
Mkushi ,29.57658386230469,,0,2019
Mungwi,31.94628524780273,,0,2019
Mumbwa,26.95461082458496,,0,2019
Masaiti,28.64971160888672,,0,2019
Mufumbwe,,,0,2019
Namwala,,,0,2019
Petauke,31.0993824005127,,0,2019
Mungwi,32.26638031005859,,1,2019
Mbala,31.67705154418945,,0,2019
Choma,26.95644187927246,,0,2019
Mufumbwe,,,0,2019
Choma,,,0,2019
Namwala,,,1,2019
Lundazi,33.03413009643555,,0,2019
Solwezi,25.00238990783691,,0,2019
Lundazi,,,0,2019
Choma,27.0502758026123,,0,2019
Namwala,,,1,2019
Masaiti,28.6627025604248,,0,2019
Mumbwa,,,0,2019
Mumbwa,,,0,2019
Lundazi,33.20336151123047,,0,2019
Namwala,,,0,2019
Choma,27.08879852294922,,0,2019
Mpongwe,,,0,2019
Mungwi,31.9465217590332,,0,2019
Namwala,,,0,2019
Petauke,31.09354209899902,,0,2019
Choma,26.95940208435059,,0,2019
Petauke,31.21642112731934,,0,2019
Mumbwa,,,1,2019
Solwezi,,,1,2019
Mkushi ,29.45206451416016,,0,2019
Mpongwe,,,0,2019
Mungwi,,,1,2019
Mumbwa,,,0,2019
Namwala,,,0,2019
Namwala,26.92936515808105,,0,2019
Mkushi ,29.58341407775879,,0,2019
Mufumbwe,24.86843872070313,,0,2019
Mumbwa,26.94832420349121,,0,2019
Mkushi ,,,0,2019
Mumbwa,,,0,2019
Mbala,31.6586742401123,,0,2019
Petauke,31.21611976623535,,0,2019
Choma,,,0,2019
Mumbwa,26.95402526855469,,0,2019
Namwala,,,0,2019
Choma,27.27393531799316,,0,2019
Mbala,31.52689170837402,,0,2019
Namwala,26.51186943054199,,1,2019
Namwala,,,0,2019
Choma,26.87591743469238,,0,2019
Mungwi,,,0,2019
Choma,,,0,2019
Namwala,,,0,2019
Petauke,,,0,2019
Mpongwe,,,0,2019
Mungwi,32.15305709838867,,0,2019
Mpongwe,,,1,2019
Choma,27.29347610473633,,0,2019
Mumbwa,,,0,2019
Choma,,,0,2019
Mkushi ,29.37667846679688,,0,2019
Choma,27.31463813781738,,0,2019
Choma,,,0,2019
Choma,27.97959136962891,,0,2019
Mumbwa,,,1,2019
Mkushi ,,,0,2019
Mpongwe,,,1,2019
Mungwi,32.25704956054688,,0,2019
Mbala,31.21661949157715,,0,2019
Choma,,,0,2019
Mpongwe,28.37980079650879,,0,2019
Mkushi ,29.42296600341797,,0,2019
Mufumbwe,,,0,2019
Mumbwa,,,0,2019
Choma,27.2917537689209,,0,2019
Lundazi,33.04280090332031,,0,2019
Namwala,,,0,2019
Mufumbwe,,,0,2019
Mbala,31.2305908203125,,0,2019
Choma,,,0,2019
Choma,26.83396339416504,,0,2019
Mbala,31.67972564697266,,0,2019
Masaiti,,,0,2019
Choma,26.8652286529541,,0,2019
Mungwi,31.9387092590332,,1,2019
Mumbwa,,,0,2019
Mungwi,31.93930435180664,,0,2019
Petauke,31.31872367858887,,0,2019
Namwala,26.77861213684082,,0,2019
Masaiti,28.62105178833008,,1,2019
Mpongwe,,,0,2019
Mungwi,32.24221420288086,,0,2019
Mkushi ,29.57857131958008,,0,2019
Mufumbwe,,,0,2019
Petauke,31.46466064453125,,0,2019
Masaiti,28.69878005981445,,0,2019
Lundazi,33.04226684570313,,0,2019
Mumbwa,,,0,2019
Choma,26.95060920715332,,0,2019
Petauke,,,0,2019
Lundazi,32.85630035400391,,0,2019
Masaiti,28.67312622070313,,0,2019
Choma,27.09383964538574,,0,2019
Petauke,31.20673751831055,,0,2019
Mumbwa,26.91488647460938,,0,2019
Choma,27.26406478881836,,0,2019
Mungwi,,,0,2019
Choma,27.28540229797363,,0,2019
Mungwi,,,0,2019
Mkushi ,29.41579246520996,,0,2019
Mbala,31.67816543579102,,1,2019
Mbala,,,0,2019
Choma,27.05547523498535,,0,2019
Mungwi,,,0,2019
Solwezi,26.17020988464355,,0,2019
Mumbwa,26.91968154907227,,0,2019
Namwala,,,0,2019
Mbala,,,0,2019
Choma,,,0,2019
Solwezi,,,1,2019
Namwala,26.69017028808594,,0,2019
Mufumbwe,25.00470352172852,,0,2019
Choma,27.13552665710449,,0,2019
Choma,26.79988670349121,,0,2019
Choma,,,0,2019
Choma,,,0,2019
Petauke,31.48100090026855,,1,2019
Mkushi ,29.40285873413086,,0,2019
Masaiti,28.65603256225586,,1,2019
Mkushi ,,,1,2019
Masaiti,28.67172050476074,,0,2019
Namwala,26.73423767089844,,0,2019
Lundazi,,,0,2019
Namwala,26.73513793945313,,0,2019
Mbala,31.53555297851563,,0,2019
Petauke,31.16066741943359,,0,2019
Choma,27.29709815979004,,0,2019
Mkushi ,29.58378028869629,,0,2019
Choma,,,0,2019
Mumbwa,,,0,2019
Masaiti,28.68610000610352,,0,2019
Namwala,,,0,2019
Lundazi,,,0,2019
Masaiti,28.69437026977539,,0,2019
Petauke,31.3089427947998,,0,2019
Mbala,,,0,2019
Petauke,31.21689033508301,,0,2019
Lundazi,33.03267669677734,,0,2019
Choma,27.3100757598877,,0,2019
Mumbwa,27.332763671875,,0,2019
Mungwi,,,0,2019
Choma,26.93985557556152,,0,2019
Solwezi,25.48850059509277,,0,2019
Mpongwe,,,0,2019
Mumbwa,26.92641639709473,,0,2019
Petauke,31.21500968933105,,0,2019
Lundazi,32.87749481201172,,0,2019
Mkushi ,,,0,2019
Choma,26.98332786560059,,0,2019
Mufumbwe,,,0,2019
Mpongwe,,,0,2019
Lundazi,33.20425415039063,,0,2019
Solwezi,,,1,2019
Mkushi ,,,0,2019
Mufumbwe,24.84308242797852,,0,2019
Choma,26.95673942565918,,0,2019
Namwala,26.71346664428711,,0,2019
Choma,,,0,2019
Masaiti,,,0,2019
Mpongwe,27.92005920410156,,0,2019
Choma,26.8569507598877,,0,2019
Choma,27.06664657592773,,0,2019
Mbala,31.65655708312988,,0,2019
Masaiti,28.65957450866699,,1,2019
Namwala,,,0,2019
Masaiti,28.65020942687988,,1,2019
Mpongwe,27.9342155456543,,0,2019
Mpongwe,,,0,2019
Solwezi,26.7506103515625,,0,2019
Choma,26.94188499450684,,0,2019
Lundazi,33.33264541625977,,0,2019
Choma,27.11728858947754,,0,2019
Lundazi,33.02852630615234,,0,2019
Choma,27.0603141784668,,0,2019
Choma,,,0,2019
Choma,,,0,2019
Namwala,,,0,2019
Lundazi,32.8756103515625,,0,2019
Mumbwa,,,0,2019
Namwala,,,1,2019
Mufumbwe,,,0,2019
Choma,26.93561744689941,,0,2019
Mpongwe,,,0,2019
Mkushi ,,,0,2019
Mungwi,,,0,2019
Mufumbwe,24.81647491455078,,0,2019
Petauke,31.30938148498535,,0,2019
Mumbwa,,,1,2019
Mbala,31.6658821105957,,0,2019
Mufumbwe,,,0,2019
Mungwi,,,0,2019
Petauke,31.21754455566406,,0,2019
Choma,26.78350448608398,,0,2019
Mbala,,,0,2019
Mumbwa,,,0,2019
Mungwi,,,0,2019
Masaiti,,,1,2019
Petauke,31.22079086303711,,1,2019
Namwala,,,1,2019
Choma,,,0,2019
Mkushi ,29.06052017211914,,0,2019
Choma,26.80273246765137,,0,2019
Choma,,,0,2019
Petauke,31.48156547546387,,0,2019
Mumbwa,26.76988792419434,,0,2019
Namwala,,,0,2019
Mungwi,,,0,2019
Mufumbwe,,,0,2019
Mbala,31.19334602355957,,0,2019
Mungwi,32.18888854980469,,0,2019
Solwezi,26.775634765625,,1,2019
Choma,27.10928726196289,,0,2019
Lundazi,33.16273498535156,,0,2019
Mumbwa,,,0,2019
Mbala,,,0,2019
Mbala,31.53785133361816,,0,2019
Mkushi ,29.42376899719238,,0,2019
Mkushi ,,,0,2019
Mungwi,31.52651977539063,,0,2019
Mbala,31.23251914978027,,0,2019
Choma,27.09375190734863,,0,2019
Mbala,,,0,2019
Solwezi,26.17594528198242,,0,2019
Mumbwa,,,0,2019
Mbala,31.19515419006348,,0,2019
Mufumbwe,24.81455993652344,,0,2019
Choma,,,0,2019
Mkushi ,,,0,2019
Masaiti,,,0,2019
Mpongwe,28.44353675842285,,0,2019
Mkushi ,29.37495040893555,,0,2019
Mungwi,,,0,2019
Lundazi,33.33506393432617,,0,2019
Mufumbwe,,,0,2019
Masaiti,28.68251609802246,,1,2019
Petauke,31.31176376342773,,0,2019
Mbala,,,0,2019
Mbala,31.19463920593262,,0,2019
Mkushi ,29.57725143432617,,0,2019
Mufumbwe,25.00158882141113,,0,2019
Petauke,31.38431549072266,,0,2019
Mkushi ,,,0,2019
Mkushi ,29.06276702880859,,0,2019
Mkushi ,,,0,2019
Masaiti,28.68929862976074,,0,2019
Solwezi,25.88361167907715,,1,2019
Lundazi,33.32665252685547,,0,2019
Choma,29.95849418640137,,0,2019
Solwezi,26.14020919799805,,0,2019
Mpongwe,,,1,2019
Namwala,26.68086624145508,,0,2019
Mbala,,,0,2019
Mufumbwe,24.85635185241699,,0,2019
Choma,,,0,2019
Namwala,26.71304702758789,,0,2019
Mungwi,,,0,2019
Mkushi ,29.06762886047363,,0,2019
Lundazi,32.87671279907227,,0,2019
Choma,,,0,2019
Petauke,31.44130325317383,,0,2019
Solwezi,26.17145919799805,,0,2019
Solwezi,26.77480506896973,,1,2019
Petauke,,,0,2019
Masaiti,28.70198059082031,,0,2019
Namwala,26.77878761291504,,0,2019
Namwala,,,0,2019
Mufumbwe,25.00402641296387,,0,2019
Petauke,31.21688652038574,,0,2019
Masaiti,28.67477035522461,,1,2019
Namwala,,,0,2019
Mungwi,31.64898872375488,,1,2019
Mungwi,31.94996452331543,,1,2019
Mungwi,32.15373229980469,,0,2019
Namwala,,,0,2019
Masaiti,28.67119789123535,,0,2019
Lundazi,32.84201049804688,,0,2019
Mungwi,31.94699287414551,,0,2019
Mungwi,,,0,2019
Choma,26.94847679138184,,0,2019
Mufumbwe,,,0,2019
Petauke,31.22079086303711,,0,2019
Mkushi ,28.90078926086426,,0,2019
Masaiti,28.67725944519043,,0,2019
Mbala,,,0,2019
Namwala,26.70432281494141,,0,2019
Mumbwa,,,0,2019
Mbala,,,0,2019
Mumbwa,26.93048858642578,,1,2019
Mpongwe,27.9282283782959,,0,2019
Mbala,,,0,2019
Mungwi,31.94712066650391,,0,2019
Mufumbwe,24.86754035949707,,0,2019
Lundazi,32.8390007019043,,0,2019
Petauke,31.21710777282715,,0,2019
Lundazi,33.33140563964844,,0,2019
Masaiti,,,1,2019
Lundazi,,,0,2019
Masaiti,,,1,2019
Masaiti,28.73162269592285,,0,2019
Lundazi,,,0,2019
Namwala,,,0,2019
Lundazi,33.03410720825195,,0,2019
Mufumbwe,,,0,2019
Choma,,,0,2019
Lundazi,33.20376968383789,,0,2019
Mkushi ,,,0,2019
Mpongwe,27.92881965637207,,0,2019
Namwala,,,0,2019
Mkushi ,,,0,2019
Mufumbwe,25.00100326538086,,0,2019
Mbala,31.21611976623535,,0,2019
Masaiti,28.68011093139648,,0,2019
Mufumbwe,,,0,2019
Masaiti,28.72053337097168,,0,2019
Mungwi,,,0,2019
Mpongwe,28.4041862487793,,0,2019
Mufumbwe,,,0,2019
Mpongwe,28.38508033752441,,1,2019
Choma,26.82002067565918,,0,2019
Mungwi,31.94024467468262,,0,2019
Mungwi,32.25320434570313,,0,2019
Mumbwa,,,0,2019
Mungwi,32.27350234985352,,0,2019
Choma,,,0,2019
Mufumbwe,,,1,2019
Choma,26.80511474609375,,0,2019
Mumbwa,27.35956001281738,,0,2019
Petauke,31.44540023803711,,0,2019
Lundazi,,,0,2019
Namwala,26.93411064147949,,0,2019
Choma,,,0,2019
